included,Title,DOI,Abstract
1,Diagnosis of pelvic inflammatory disease (PID): intra-operative findings and comparison of vaginal and intra-abdominal cultures,10.1007/s00404-014-3150-7,"INTRODUCTION: Pelvic inflammatory disease (PID) is frequent in adolescents and younger women. Diagnosis is usually based on the clinical findings, and the threshold for empiric antibiotic therapy should be low. However, at least in cases of resistance toward therapy or deterioration of symptoms, laparoscopic evaluation can be helpful. METHODS: We searched the hospital charts for in-house patients who were treated for PID or tubo-ovarian abscess between 2007 and 2010. In cases with both vaginal and intra-abdominal bacterial cultures, results of those were compared. RESULTS: 73 patients with suspected PID or tubo-ovarian abscess were included. Median patients' age was 40 years (18-88), 18 of 73 (24.7 %) patients had an IUD at the time of consultation. 58 patients underwent laparoscopy or laparotomy. In 41 patients (70.7 %) tubo-ovarian abscess could be confirmed, four patients had differential gynecologic diagnoses, and two patients appendicitis. In vaginal swabs, most frequent bacteria were Streptococcus sp. (28.5 %), Escherichia coli (22.2 %), Enterococcus faecalis (15.9 %), and Staphylococcus sp. (9.5 %). In eight patients (11 %) Chlamydia trachomatis could be found, there was no case of Neisseria gonorrhea. In 33 patients both vaginal and abdominal cultures were available. In nine cases (27.3 %), identical bacteria could be found, however, 11 cases (33.3 %) showed different results. CONCLUSION: In severe cases of PID, laparoscopic evaluation and taking an intra-abdominal bacterial culture are helpful for the confirmation of diagnosis, accurate microbiologic testing and specific therapy."
1,The role of serological testing for Chlamydia trachomatis in differential diagnosis of pelvic pain,10.5604/12321966.1219196,"INTRODUCTION: Pelvic pain is typically associated with pelvic inflammatory disease (PID). The most common cause of PID is Chlamydia trachomatis. The aim of this study was to verify the role of serological testing for Chlamydia trachomatis in patients with suspected PID. MATERIALS AND METHOD: The retrospective study included 185 patients with pelvic pain hospitalized at the Department of Obstetrics and Gynecology in 2003 and 2004. Titers of anti-Chlamydia trachomatisIgG and IgA were measured by means ELISA immunoassays. Erythrocyte sedimentation rate (ESR), serum concentration of C-reactive protein (CRP) and leukocyte count (WBC) were also determined. Final diagnosis was established on the basis of laparoscopic examination. RESULTS: The presence of anti-Chlamydia trachomatis antibodies correlated significantly with abnormal values of ESR, WBC and CRP. The most common laparoscopic pathology were pelvic adhesions, typically found in women with elevated titers of anti-Chlamydia trachomatis IgG. Cconclusion. Serological examination for Chlamydia trachomatis is helpful in evaluation of patients with suspected PID. Elevated titers of anti-Chlamydia trachomatis antibodies are frequently associated with laparoscopic evidence of pelvic adhesions and inflammation."
1,"Perceived Stress, Sexually Transmitted Infection, and Pelvic Inflammatory Disease: Examination of Differences in Associations Among Black and White Women",10.1097/OLQ.0000000000001232,"INTRODUCTION: Perceived stress is linked to poor sexual and reproductive health, but its relationship with sexually transmitted infections (STIs) is less clear. The elevated burden of stress and STI among Black women suggests a need to examine racial differences in the associations on additive and multiplicative scales. METHODS: Using data from Black and White female participants from wave IV of the National Longitudinal Study of Adolescent to Adult Health (n = 4744), we examined the association of high stress (scores ≥6 on the Perceived Stress Scale-4) with self-reported past-year chlamydia diagnosis, combined curable STI, and lifetime pelvic inflammatory disease using modified Poisson regression with robust variance to estimate prevalence ratios and prevalence differences. Models included a race-stress product-interaction term and adjusted for sociodemographic variables, prior trauma and stressors, and mental health factors. RESULTS: In unadjusted analyses, stress was associated with STI among Black and White women. Adjusted associations were attenuated among White women; among Black women, stress remained associated with chlamydia (adjusted prevalence ratio, 2.22; 95% confidence interval, 1.30-3.79) and curable STI (adjusted prevalence ratio, 1.59; 95% confidence interval, 1.05-2.40), corresponding to approximately 5 excess cases of each. Among White women, poverty and personality traits were the strongest confounders; among Black women, poverty, trauma, and neurotic personality traits were the strongest confounders for chlamydia, although no factors seemed to confound the association with curable STI. CONCLUSIONS: Stress is independently linked to STI, particularly among Black women. Additional research with longitudinal data is needed to understand the role of stress on STI and address a significant health disparity."
0,Gender Differences in CDC Guideline Compliance for STIs in Emergency Departments,10.5811/westjem.2016.12.32440,"INTRODUCTION: Sexually transmitted infections (STIs) are a common reason for emergency department (ED) visits. The objective of this study was to determine if there were gender differences in adherence to Centers for Disease Control and Prevention (CDC) STI diagnosis and treatment guidelines, as documented by emergency providers. METHODS: We performed a retrospective chart review to identify patients treated for urethritis, cervicitis, and pelvic inflammatory disease (PID) in the EDs of three hospitals in a Pennsylvania network during a calendar year. Cases were reviewed to assess for compliance with CDC guidelines. We used descriptive statistics to assess the distributions of study variables by patient sex. In the analysis we used Student's t-tests, chi-square tests, and logistic regression. Statistical significance was set at p ≤ 0.05. RESULTS: We identified 286 patient records. Of these, we excluded 39 for the following reasons: incorrect disease coding; the patient was admitted and treated as an inpatient for his/her disease; or the patient left the ED after refusing care. Of the 247 participants, 159 (64.4%) were female. Females were significantly younger (26.6 years, SD=8.0) than males (31.2, SD=11.5%), (95% confidence interval [CI] [2.0- 7.0], p=0.0003). All of the males (n=88) in the cohort presented with urethritis; 25.8% of females presented with cervicitis, and 74.2% with PID. Physician compliance for the five CDC criteria ranged from 68.8% for patient history to 93.5% for patient diagnostic testing, including urine pregnancy and gonorrhea/chlamydia cultures. We observed significant differences by patient sex. Fifty-four percent of the charts had symptoms recorded for female patients that were consistent with CDC characteristics for diagnostic criteria compared to over 95% for males, OR=16.9; 95% CI [5.9-48.4], p<0.001. Similar results were observed for patient discharge instructions, with physicians completely documenting delivery of discharge instructions to 51.6% of females compared to 97.7% of complete documentation in males, OR=42.3; 95% CI [10.0-178.6] p<0.001). We observed no significant sex differences in physician documentation for physical exam or for therapeutic antibiotic treatment. CONCLUSION: This retrospective study found patient gender differences in how emergency providers complied with documenting with regard to the 2010 CDC guidelines for the diagnosis and treatment of urethritis, cervicitis, and PID. Specifically medical records of men were more likely to have complete documentation of symptoms recorded (95% CI 5.9-48.4) and to have discharge instruction documentation (95% CI 10.0-178.6) than records of women."
0,Evaluation of VIASURE Sexually Transmitted Diseases Real Time PCR Detection kit (CerTest Biotec) for the diagnostic of sexually transmitted infections,10.1016/j.eimc.2020.04.013,"INTRODUCTION: Sexually transmitted infections (STIs) are common in our environment, and trends have been increasing in the last few years. Different methods for STIs diagnosis have been applied by microbiology laboratories over years, but real-time PCR has improved this process. Our objective was to evaluate VIASURE Sexually Transmitted Diseases Real-Time PCR Detection kit (CerTestBiotec, S.L.) comparing with the real-time PCR technique used in our laboratory (Allplex™ STI7 Essential Assay, Seegene) which was considered as reference assay. METHODS: A total of 948 samples from different sites (vaginal, endocervical, urethral, rectal, pharyngeal swabs and urine samples) were analyzed from July to September 2018. RESULTS: A discordant result was obtained in 4.5% (43 samples). These discrepancies were mainly observed in threshold cycle (Ct) value next to the limit of detection. The k coefficient obtained shows a very high agreement between both methods with k values from 0.92 to 0.99. CONCLUSIONS: VIASURE Sexually Transmitted Diseases Real-Time PCR Detection kit provides a very good correlation with Allplex STI7 and therefore, it's a good tool for the diagnostic of STIs. Positive results with Ct value obtained from 35 and low amplification signal should be applied with caution and should be interpreted based on the patient's clinical data."
0,Investigating point-of-care diagnostics for sexually transmitted infections and antimicrobial resistance in antenatal care in Zimbabwe (IPSAZ): protocol for a  mixed-methods study.,10.1136/bmjopen-2022-070889,"INTRODUCTION: Sexually transmitted infections (STIs) can cause serious morbidity, including pelvic inflammatory disease, and adverse pregnancy outcomes. In  low/middle-income countries, limited laboratory infrastructure has resulted in a  syndrome-based approach being used for management of STIs, which has poor  sensitivity and specificity, leading to considerable underdiagnosis and  overtreatment. The WHO has called for development and evaluation of strategies to  inform replacement of syndromic management by diagnostic testing.The aim of this  project is to evaluate a strategy of point-of-care testing for six STIs in  antenatal care (ANC) in Zimbabwe. METHODS AND ANALYSIS: A prospective  interventional study will be conducted in ANC clinics in Harare province,  Zimbabwe. One thousand pregnant women will be recruited when registering for  routine ANC. Alongside routine HIV and syphilis testing, participants will be  offered an integrated screening package including testing for Chlamydia  trachomatis (CT), Neisseria gonorrhoeae (NG), Trichomonas vaginalis (TV) and  hepatitis B. All individuals with STIs will receive treatment, partner  notification services, risk reduction counselling and referral if needed  according to national guidelines. Gonorrhoea samples will be cultured and tested  for antimicrobial resistance as per WHO enhanced gonococcal antimicrobial  surveillance programme guidelines.The primary outcome measure is the composite  prevalence of CT, NG, TV, syphilis and hepatitis B. A mixed-methods process  evaluation and economic evaluation will be conducted to understand the  acceptability, feasibility and cost-effectiveness of integrated STI testing,  compared with standard of care (syndromic management). ETHICS AND DISSEMINATION:  The study protocol was approved by the Medical Research Council of Zimbabwe, the  Biomedical Research and Training Institute Institutional Review Board, and the  London School of Hygiene & Tropical Medicine Research Ethics Committee. Results  will be submitted to open-access peer-reviewed journals, presented at academic  meetings and shared with participating communities and with national and  international policymaking bodies. TRIAL REGISTRATION NUMBER: NCT05541081."
1,Acute pelvic inflammatory disease as a rare cause of acute small bowel obstruction,10.1080/00015458.2018.1453438,"Introduction: Small bowel obstruction (SBO) is a common presentation to emergency abdominal surgery. The most frequent causes of SBO are congenital, postoperative adhesions, abdominal wall hernia, internal hernia and malignancy. Patients: A 27-year-old woman was hospitalized because of acute abdominal pain, blockage of gases and stools associated with vomiting. Abdominal computed tomography showed an acute small bowel obstruction without any obvious etiology. In view of important abdominal pain and the lack of clear diagnosis, an explorative laparoscopy was performed. Diagnostic of pelvic inflammatory disease was established and was comforted by positive PCR for Chlamydia Trachomatis. Results: Acute small bowel obstruction resulting from acute pelvic inflammatory disease, emerging early after infection, without any clinical or X-ray obvious signs was not described in the literature yet. This infrequent acute SBO etiology but must be searched especially when there is no other evident cause of obstruction in female patients. Early laparoscopy is mostly advised when there are some worrying clinical or CT scan signs."
1,Development of a Chlamydia trachomatis vaccine for urogenital infections: novel tools and new strategies point to bright future prospects,10.1080/14760584.2018.1417044,"INTRODUCTION: The ""cloaked"" bacterial pathogen that is Chlamydia trachomatis continues to cause sexually transmitted infections (STIs) that adversely affect the health and well-being of children, adolescents and adults globally. The reproductive disease sequelae follow unresolved or untreated chronic or recurrent asymptomatic C.trachomatis infections of the lower female genital tract (FGT) and can include pelvic pain, pelvic inflammatory disease (PID) and ectopic pregnancy. Tubal Factor Infertility (TFI) can also occur since protective and long-term natural immunity to chlamydial infection is incomplete, allowing for ascension of the organism to the upper FGT. Developing countries including the WHO African (8.3 million cases) and South-East Asian regions (7.2 million cases) bear the highest burden of chlamydial STIs. AREAS COVERED: Genetic advances for Chlamydia have provided tools for transformation (including dendrimer-enabled transformation), lateral gene transfer and chemical mutagenesis. Recent progress in these areas is reviewed with a focus on vaccine development for Chlamydia infections of the female genital tract. EXPERT COMMENTARY: A vaccine that can elicit immuno-protective responses whilst avoiding adverse immuno-pathologic host responses is required. The current technological advances in chlamydial genetics and proteomics, as well as novel and improved adjuvants and delivery systems, provide new hope that the elusive chlamydial vaccine is an imminent and realistic goal."
0,[The Neisseria gonorhoeae and Chlamydia trachomatis coinfection in patients of Department of Dermatology and Venereology Medical University of Warsaw],,"INTRODUCTION: The aim of the study was to investigate the coexistence of N. gonorrhoeae and C. trachomatis infections in patients of Department of Dermatology and Venereology in Warsaw. METHODS: We investigated the urethral, cervical, anal and pharyngeal speci mens from 140 symptomatic and asymptomatic patients of Department of Dermatology and Venereology in Warsaw using the Real-Time PCR method. Real Time PCR DUPLICα® RealTime Neisseria gonorrhoeae and DUPLICα® RealTime Chlamydia trachomatis 2nd Generation Detection Kits (Euroclone®)was performed on termocycler Smart Cycler® Dx. For DNA isolation the Bact Extra Pure Kit (Euroclone®) was used. RESULTS: 22 samples were positive for C. trachomatis and 28 were positive for N. gonorrhoeae. Both infections coexisted in nine patients (6.4%). In our investigations, in opposition to results from other centers, gonorrhoea was more prevalent than C. trachomatis infection. The chlamydial infection coexisted in 32.1% with gonorrhea and gonorrhea coexisted with chlamydial infection in 40.9%. CONCLUSIONS: The coinfection with Neisseria gonorrhoeae and Chlamydia trachomatis occurs very often. According IUSTI and CDC recommendations patients with one kind of sexually transmitted disease (STI) diagnosed should be tested for the others. It is especially true in the case of gonorrhea and Chlamydia trachomatis infection. In IUSTI and CDC recommendations treatment for Chlamydia trachomatis is indicated in patients with gonorrhea."
0,Management of Chlamydia Cases in Australia (MoCCA): protocol for a non-randomised implementation and feasibility trial.,10.1136/bmjopen-2022-067488,"INTRODUCTION: The sexually transmitted infection chlamydia can cause significant complications, particularly among people with female reproductive organs. Optimal  management includes timely and appropriate treatment, notifying and treating  sexual partners, timely retesting for reinfection and detecting complications  including pelvic inflammatory disease (PID). In Australia, mainstream primary  care (general practice) is where most chlamydia infections are diagnosed, making  it a key setting for optimising chlamydia management. High reinfection and low  retesting rates suggest partner notification and retesting are not uniformly  provided. The Management of Chlamydia Cases in Australia (MoCCA) study seeks to  address gaps in chlamydia management in Australian general practice through  implementing interventions shown to improve chlamydia management in specialist  services. MoCCA will focus on improving retesting, partner management (including  patient-delivered partner therapy) and PID diagnosis. METHODS AND ANALYSIS: MoCCA  is a non-randomised implementation and feasibility trial aiming to determine how  best to implement interventions to support general practice in delivering best  practice chlamydia management. Our method is guided by the Consolidated Framework  for Implementation Research and the Normalisation Process Theory. MoCCA  interventions include a website, flow charts, fact sheets, mailed specimen kits  and autofills to streamline chlamydia consultation documentation. We aim to  recruit 20 general practices across three Australian states (Victoria, New South  Wales, Queensland) through which we will implement the interventions over 12-18  months. Mixed methods involving qualitative and quantitative data collection and  analyses (observation, interviews, surveys) from staff and patients will be  undertaken to explore our intervention implementation, acceptability and uptake.  Deidentified general practice and laboratory data will be used to measure  pre-post chlamydia testing, retesting, reinfection and PID rates, and to estimate  MoCCA intervention costs. Our findings will guide scale-up plans for Australian  general practice. ETHICS AND DISSEMINATION: Ethics approval was obtained from The  University of Melbourne Human Research Ethics Committee (Ethics ID: 22665).  Findings will be disseminated via conference presentations, peer-reviewed  publications and study reports."
0,Molecular detection of Mycoplasma genitalium in endocervical swabs and associated rates of macrolide and fluoroquinolone resistance in Hong Kong,10.12809/hkmj208507,"INTRODUCTION: There is a global trend of increasing macrolide and fluoroquinolone resistance in Mycoplasma genitalium (MG), such that international guidelines recommend molecular detection of resistance if a patient has MG-positive test results. Tests for MG are not routinely performed in Hong Kong. This study examined the detection of MG in endocervical swabs and the associated macrolide and fluoroquinolone resistance rates. METHODS: Endocervical swabs received from two sexual health clinics in Hong Kong for routine assessments of Chlamydia trachomatis and Neisseria gonorrhoeae were also subjected to detection of MG. All MG-positive samples were tested for resistance-mediating mutations in 23S rRNA, parC, and gyrA genes. Laboratory records and past results for each patient were analysed. RESULTS: In total, endocervical swabs from 285 patients were included in this study. Mycoplasma genitalium was detected in swabs from 21 patients (7.4%) by real-time polymerase chain reaction with a commercial kit. Among MG-positive samples which were successfully analysed further, macrolide resistance-mediating mutations in 23S rRNA were found in 42.1% (8/19); fluoroquinolone resistance-related mutations in parC and gyrA were found in 65% (13/20) and 0% (0/20), respectively. All macrolide-resistant MG strains were also fluoroquinolone-resistant (42.1%, 8/19). No assessed factors were associated with the detection of MG or resistance-related mutations. CONCLUSION: In Hong Kong, MG was detected in endocervical swabs from 7.4% of patients in sexual health clinics, with high rates of macrolide and fluoroquinolone resistance. These findings warrant careful review of testing, clinical correlation, and treatment strategies for MG in the context of increasing antibiotic resistance."
0,Future of human Chlamydia vaccine: potential of self-adjuvanting biodegradable nanoparticles as safe vaccine delivery vehicles,10.1080/14760584.2018.1435279,"INTRODUCTION: There is a persisting global burden and considerable public health challenge by the plethora of ocular, genital and respiratory diseases caused by members of the Gram-negative bacteria of the genus Chlamydia. The major diseases are conjunctivitis and blinding trachoma, non-gonococcal urethritis, cervicitis, pelvic inflammatory disease, ectopic pregnancy, tubal factor infertility, and interstitial pneumonia. The failures in screening and other prevention programs led to the current medical opinion that an efficacious prophylactic vaccine is the best approach to protect humans from chlamydial infections. Unfortunately, there is no human Chlamydia vaccine despite successful veterinary vaccines. A major challenge has been the effective delivery of vaccine antigens to induce safe and effective immune effectors to confer long-term protective immunity. The dawn of the era of biodegradable polymeric nanoparticles and the adjuvanted derivatives may accelerate the realization of the dream of human vaccine in the foreseeable future. AREAS COVERED: This review focuses on the current status of human chlamydial vaccine research, specifically the potential of biodegradable polymeric nanovaccines to provide efficacious Chlamydia vaccines in the near future. EXPERT COMMENTARY: The safety of biodegradable polymeric nanoparticles-based experimental vaccines with or without adjuvants and the array of available chlamydial vaccine candidates would suggest that clinical trials in humans may be imminent. Also, the promising results from vaccine testing in animal models could lead to human vaccines against trachoma and reproductive diseases simultaneously."
1,Risk of pelvic inflammatory disease after Chlamydia infection in a prospective cohort of sex workers,10.1097/OLQ.0b013e31827b9d75,"INTRODUCTION: There is uncertainty in the risk of pelvic inflammatory disease (PID) after chlamydia infection. We analyzed a prospective cohort of sex workers recruited in London between 1985 and 1993 to estimate the risk of PID after a diagnosed case of chlamydia. MATERIALS AND METHODS: Chlamydia and gonorrhea were defined as ""recent"" if they occurred during the most recent 6 months of follow-up or ""previous"" if they were more than 6 months ago, were the second infection during follow-up, or occurred before the study. Pelvic inflammatory disease was diagnosed using clinical criteria. We used Cox proportional hazards regression to estimate the association between chlamydia and PID controlled for gonorrhea. RESULTS: Three hundred seven women contributed 401.2 person-years of follow-up. The rate of PID in women with recent chlamydia was 27.4 per 100 person-years compared with 11.2 in those without recent chlamydia. Recent and previous chlamydia significantly increased the risk of PID; this association persisted but was no longer significant after controlling for age and history of gonorrhea: recent chlamydia (adjusted hazard ratio [aHR], 2.0; 95% confidence interval [CI], 0.7-5.5), previous chlamydia (aHR, 1.8; 95% CI, 1.0-3.5), previous gonorrhea (aHR, 2.3; 95% CI, 1.1-4.6), and age (HR, 0.9; 95% CI, 0.9-1.0). DISCUSSION: Women with recent or previous chlamydia are at increased risk for PID. However, this association may be explained by previous exposure to gonorrhea, which was found to increase the risk of PID after a future chlamydia infection."
0,Early microRNA expression profile as a prognostic biomarker for the development of pelvic inflammatory disease in a mouse model of chlamydial genital infection,10.1128/mBio.01241-14,"It is not currently possible to predict the probability of whether a woman with a chlamydial genital infection will develop pelvic inflammatory disease (PID). To determine if specific biomarkers may be associated with distinct chlamydial pathotypes, we utilized two Chlamydia muridarum variants (C. muridarum Var001 [CmVar001] and CmVar004) that differ in their abilities to elicit upper genital tract pathology in a mouse model. CmVar004 has a lower growth rate in vitro and induces pathology in only 20% of C57BL/6 mouse oviducts versus 83.3% of oviducts in CmVar001-infected mice. To determine if chemokine and cytokine production within 24 h of infection is associated with the outcome of pathology, levels of 15 chemokines and cytokines were measured. CmVar004 infection induced significantly lower levels of CXCL1, CXCL2, tumor necrosis factor alpha (TNF-α), and CCL2 in comparison to CmVar001 infection with similar rRNA (rs16) levels for Chlamydiae. A combination of microRNA (miRNA) sequencing and quantitative real-time PCR (qRT-PCR) analysis of 134 inflammation-related miRNAs was performed 24 h postinfection to determine if the chemokine/cytokine responses would also be reflected in miRNA expression profiles. Interestingly, 12 miRNAs (miR-135a-5p, miR298-5p, miR142-3p, miR223-3p, miR299a-3p, miR147-3p, miR105, miR325-3p, miR132-3p, miR142-5p, miR155-5p, and miR-410-3p) were overexpressed during CmVar004 infection compared to CmVar001 infection, inversely correlating with the respective chemokine/cytokine responses. To our knowledge, this is the first report demonstrating that early biomarkers elicited in the host can differentiate between two pathological variants of chlamydiae and be predictive of upper tract disease. IMPORTANCE: It is apparent that an infecting chlamydial population consists of multiple genetic variants with differing capabilities of eliciting a pathological response; thus, it may be possible to identify biomarkers specific for a given virulence pathotype. miRNAs are known to regulate genes that in turn regulate signaling pathways involved in disease pathogenesis. Importantly, miRNAs are stable and can reflect a tissue response and therefore have the potential to be biomarkers of disease severity. Currently, with respect to chlamydial infections, there is no way to predict whether an infected patient is more or less likely to develop PID. However, data presented in this study indicate that the expression of a specific miRNA profile associated with a virulent variant early in the infection course may be predictive of an increased risk of pelvic inflammatory disease, allowing more aggressive treatment before significant pathology develops."
0,"Reproductive system infections in women: upper genital tract, fetal, neonatal and infant syndromes",10.1093/femspd/ftaa023,"Lower genital tract infection and bloodborne spread of infection are the two principal modes for infection of the upper genital tract or for infection of the fetus, neonate or infant. Treponema pallidum and human immunodeficiency virus (HIV) are the two most common bloodborne pathogens that infect the fetus, neonate or infant. Most infections of the upper genital tract, however, spread along epithelial surfaces from the vagina or cervix to the upper genital tract or chorioamnion, fetus, neonate or infant. These infections are caused by either pathogens associated with a dysbiotic vaginal microbiome or those that are sexually transmitted. The clinical syndromes that these pathogens produce in the lower genital tract were discussed in part one of this review. We now discuss the syndromes and pathogens that affect the upper genital tract of both non-pregnant and pregnant women as well as fetus, neonate and infant."
0,A case of malignant peritoneal mesothelioma with a Fitz-Hugh-Curtis syndrome-like imaging finding.,10.1007/s12328-023-01770-5,"Malignant peritoneal mesothelioma (MPeM) is a rare disease with a poor prognosis that develops in the mesothelial cells of the peritoneum. We encountered a  48-year-old man with no prior asbestos exposure who visited our hospital with  abdominal pain. Laboratory findings showed elevated C-reactive protein of  15.5 mg/dL. Contrast-enhanced computed tomography (CT) detected a  Fitz-Hugh-Curtis syndrome-like contrast effect on the liver surface and  thickening of the peritoneum. Blood culture, Mycobacterium tuberculosis-specific  IFN-γ release assay, Chlamydia trachomatis and Neisseria gonorrhoeae DNA testing,  and antinuclear antibody were all negative. CA125 was high at 124.8 U/mL. The  laparoscopy for diagnostic purposes revealed adhesions between the liver surface  and peritoneum in addition to numerous small and large white nodules on the  peritoneum. Biopsy of the nodules confirmed the diagnosis of epithelial-type  MPeM. Treatment was initiated with combined cisplatin and pemetrexed, and CT  6 months later showed a reduced contrast effect on the liver surface and improved  peritoneal thickening. A Fitz-Hugh-Curtis syndrome-like contrast effect on the  liver surface on contrast-enhanced CT may help identify MPeM."
0,Involvement of matrix metalloproteinases and their inhibitors in endometrial extracellular matrix turnover in Chlamydia trachomatis-infected recurrent spontaneous aborters,10.1093/femspd/ftx007,"Mechanism underlying Chlamydia trachomatis disease pathology is not completely understood. It was hypothesised that dysregulation of extracellular matrix by matrix metalloproteinases (MMPs) might be involved in sequelae of events leading to abortion in C. trachomatis-infected women. Hence, this study was undertaken to elucidate the expression of MMP-2/MMP-9/TIMP-1/TIMP-3 in infected recurrent spontaneous aborters (RSA) and simultaneously ascertain effect of few cytokines (TNF-α, TGF-β1, TGF-β2)/cyclooxygenase-2 (Cox-2) on MMPs. Endometrial curettage tissue was collected from 135 RSA (group I) and 120 age-matched controls (group II) at Department of Obstetrics and Gynecology, SJH, New Delhi (India). PCR was performed for diagnosis of C. trachomatis MOMP/plasmid gene. Expression of MMP-2/MMP-9/TIMP-1/TIMP-3 mRNA was assessed by quantitative real-time PCR. Data were statistically evaluated. 15.6% (n = 21) RSA (Group-I) were diagnosed as C. trachomatis positive. Significant upregulation of MMP-2/MMP-9 and decreased TIMP-1/TIMP-3 were found in C. trachomatis-positive RSA (group I) versus control women (group II). MMP-2 was found positively correlated with cytokines/Cox-2. Significant positive correlation was observed between MMP-2/MMP-9 and C. trachomatis copy load. Overall data suggested that dysregulated MMPs/TIMPs promoted excessive endometrial matrix degradation which, in turn, affected pregnancy leading to spontaneous abortion in infected women."
0,"Screening for Resistant Bacteria, Antimicrobial Resistance Genes, Sexually Transmitted Infections and Schistosoma spp. in Tissue Samples from Predominantly  Vaginally Delivered Placentae in Ivory Coast and Ghana.",10.3390/pathogens12080999,"Medical complications during pregnancy have been frequently reported from Western Africa with a particular importance of infectious complications. Placental tissue  can either become the target of infectious agents itself, such as, e.g., in the  case of urogenital schistosomiasis, or be subjected to contamination with  colonizing or infection-associated microorganisms of the cervix or the vagina  during vaginal delivery. In the retrospective cross-sectional assessment  presented here, the quantitative dimension of infection or colonization with  selected resistant or pathogenic bacteria and parasites was regionally assessed.  To do so, 274 collected placental tissues from Ivory Coastal and Ghanaian women  were subjected to selective growth of resistant bacteria, as well as to molecular  screening for beta-lactamase genes, Schistosoma spp. and selected bacterial  causative agents of sexually transmitted infections (STI).  Panton-Valentine-negative methicillin-resistant Staphylococcus aureus (MRSA) was  grown from 1.8% of the tissue samples, comprising the spa types t008 and t688, as  well as the newly detected ones, t12101 (n = 2) and t12102. While the  culture-based recovery of resistant Enterobacterales and nonfermentative  rod-shaped Gram-negative bacteria failed, molecular assessments confirmed  beta-lactamase genes in 31.0% of the samples with multiple detections of up to  four resistance genes per sample and bla(CTX-M), bla(IMP), bla(GES), bla(VIM),  bla(OXA-58)-like, bla(NDM), bla(OXA-23)-like, bla(OXA-48)-like and bla(KPC)  occurring in descending order of frequency. The beta-lactamase genes  bla(OXA-40/24)-like, bla(NMC_A/IMI), bla(BIC), bla(SME), bla(GIM) and bla(DIM)  were not detected. DNA of the urogenital schistosomiasis-associated Schistosoma  haematobium complex was recorded in 18.6% of the samples, but only a single  positive signal for S. mansoni with a high cycle-threshold value in real-time PCR  was found. Of note, higher rates of schistosomiasis were observed in Ghana (54.9%  vs. 10.3% in Ivory Coast) and Cesarean section was much more frequent in  schistosomiasis patients (61.9% vs. 14.8% in women without Schistosoma spp. DNA  in the placenta). Nucleic acid sequences of  nonlymphogranuloma-venereum-associated Chlamydia trachomatis and of Neisseria  gonorrhoeae were recorded in 1.1% and 1.9% of the samples, respectively, while  molecular attempts to diagnose Treponema pallidum and Mycoplasma genitalium did  not lead to positive results. Molecular detection of Schistosoma spp. or  STI-associated pathogens was only exceptionally associated with multiple  resistance gene detections in the same sample, suggesting epidemiological  distinctness. In conclusion, the assessment confirmed considerable prevalence of  urogenital schistosomiasis and resistant bacterial colonization, as well as a  regionally expected abundance of STI-associated pathogens. Continuous screening  offers seem advisable to minimize the risks for the pregnant women and their  newborns."
0,Preclinical Testing of Vaccines and Therapeutics for Gonorrhea in Female Mouse Models of Lower and Upper Reproductive Tract Infection,10.1093/infdis/jiab211,"Murine models of Neisseria gonorrhoeae lower reproductive tract infection are valuable systems for studying N. gonorrhoeae adaptation to the female host and immune responses to infection. These models have also accelerated preclinical testing of candidate therapeutic and prophylactic products against gonorrhea. However, because N. gonorrhoeae infection is restricted to the murine cervicovaginal region, there is a need for an in vivo system for translational work on N. gonorrhoeae pelvic inflammatory disease (PID). Here we discuss the need for well-characterized preclinical upper reproductive tract infection models for developing candidate products against N. gonorrhoeae PID, and report a refinement of the gonorrhea mouse model that supports sustained upper reproductive tract infection. To establish this new model for vaccine testing, we also tested the licensed meningococcal 4CMenB vaccine, which cross-protects against murine N. gonorrhoeae lower reproductive tract infection, for efficacy against N. gonorrhoeae in the endometrium and oviducts following transcervical or vaginal challenge."
0,Mycoplasma Genitalium: A Lesser-Known Cause of Pelvic Inflammatory Disease.,10.1097/TME.0000000000000472,"Mycoplasma genitalium (MG) is a bacterium that can be spread through sexual contact with another person who is infected. If misdiagnosed and left untreated,  this newer, emerging sexually transmitted infection (STI) can cause complications  such as urethritis and pelvic inflammatory disease (PID) in both men and women.  In males, MG can be asymptomatic and undetectable. In females, MG may present  with nonspecific symptoms, such as dysuria, vaginal discharge, and/or pelvic  pain. In addition to chlamydia and gonorrhea, MG may result in PID. Due to the  complications of MG, health care providers in the emergency department setting  need to consider this as a differential diagnosis when performing STI and  vaginitis screenings on sexually active patients who may present with urinary or  vaginal complaints. As patients with pelvic pain are frequently seen in the  emergency department, providers need to be aware of the role that MG may play in  STIs and the subsequent sequelae if not treated properly."
